Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate,Model
science-based policy,faith-based policy,0.6,90,0,10,100,0.1,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,0.2,68,0,32,100,0.32,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,0.08,70,0,30,100,0.3,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,-0.08,66,0,34,100,0.34,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,-0.2,70,0,30,100,0.3,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,-0.6,53,0,47,100,0.47,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,-0.8,39,0,61,100,0.61,Llama-3.1-8B-Instruct
science-based policy,faith-based policy,-0.92,21,1,78,100,0.78,Llama-3.1-8B-Instruct
mask mandates,personal choice,0.92,90,5,5,100,0.05,Llama-3.1-8B-Instruct
mask mandates,personal choice,0.8,92,6,2,100,0.02,Llama-3.1-8B-Instruct
mask mandates,personal choice,0.6,84,14,2,100,0.02,Llama-3.1-8B-Instruct
mask mandates,personal choice,0.2,46,42,12,100,0.12,Llama-3.1-8B-Instruct
mask mandates,personal choice,0.08,45,41,14,100,0.14,Llama-3.1-8B-Instruct
mask mandates,personal choice,-0.08,28,61,11,100,0.11,Llama-3.1-8B-Instruct
mask mandates,personal choice,-0.2,28,58,14,100,0.14,Llama-3.1-8B-Instruct
mask mandates,personal choice,-0.6,31,58,11,100,0.11,Llama-3.1-8B-Instruct
mask mandates,personal choice,-0.8,31,57,12,100,0.12,Llama-3.1-8B-Instruct
mask mandates,personal choice,-0.92,11,60,29,100,0.29,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,0.92,79,1,20,100,0.2,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,0.8,82,0,18,100,0.18,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,0.6,68,4,28,100,0.28,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,0.2,45,26,29,100,0.29,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,0.08,29,41,30,100,0.3,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,-0.08,18,55,27,100,0.27,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,-0.2,6,55,39,100,0.39,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,-0.6,1,60,39,100,0.39,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,-0.8,1,68,31,100,0.31,Llama-3.1-8B-Instruct
corporate regulation,corporate freedom,-0.92,4,72,24,100,0.24,Llama-3.1-8B-Instruct
animal rights,animal use for industry,0.92,99,0,1,100,0.01,Llama-3.1-8B-Instruct
animal rights,animal use for industry,0.8,100,0,0,100,0.0,Llama-3.1-8B-Instruct
animal rights,animal use for industry,0.6,98,0,2,100,0.02,Llama-3.1-8B-Instruct
animal rights,animal use for industry,0.2,97,0,3,100,0.03,Llama-3.1-8B-Instruct
animal rights,animal use for industry,0.08,98,0,2,100,0.02,Llama-3.1-8B-Instruct
animal rights,animal use for industry,-0.08,100,0,0,100,0.0,Llama-3.1-8B-Instruct
animal rights,animal use for industry,-0.2,95,0,5,100,0.05,Llama-3.1-8B-Instruct
animal rights,animal use for industry,-0.6,80,8,12,100,0.12,Llama-3.1-8B-Instruct
animal rights,animal use for industry,-0.8,42,18,40,100,0.4,Llama-3.1-8B-Instruct
animal rights,animal use for industry,-0.92,13,19,68,100,0.68,Llama-3.1-8B-Instruct
digital privacy,national surveillance,0.92,99,0,1,100,0.01,Llama-3.1-8B-Instruct
digital privacy,national surveillance,0.8,100,0,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,0.6,100,0,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,0.2,100,0,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,0.08,100,0,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,-0.08,100,0,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,-0.2,99,1,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,-0.6,89,11,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,-0.8,79,21,0,100,0.0,Llama-3.1-8B-Instruct
digital privacy,national surveillance,-0.92,84,16,0,100,0.0,Llama-3.1-8B-Instruct
anti-censorship,content moderation,0.92,99,0,1,100,0.01,Llama-3.1-8B-Instruct
anti-censorship,content moderation,0.8,98,0,2,100,0.02,Llama-3.1-8B-Instruct
anti-censorship,content moderation,0.6,98,0,2,100,0.02,Llama-3.1-8B-Instruct
anti-censorship,content moderation,0.2,89,7,4,100,0.04,Llama-3.1-8B-Instruct
anti-censorship,content moderation,0.08,77,18,5,100,0.05,Llama-3.1-8B-Instruct
anti-censorship,content moderation,-0.08,61,34,5,100,0.05,Llama-3.1-8B-Instruct
anti-censorship,content moderation,-0.2,50,45,5,100,0.05,Llama-3.1-8B-Instruct
anti-censorship,content moderation,-0.6,29,59,12,100,0.12,Llama-3.1-8B-Instruct
anti-censorship,content moderation,-0.8,42,50,8,100,0.08,Llama-3.1-8B-Instruct
anti-censorship,content moderation,-0.92,46,38,16,100,0.16,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,0.92,94,0,6,100,0.06,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,0.8,87,0,13,100,0.13,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,0.6,85,0,15,100,0.15,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,0.2,63,0,37,100,0.37,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,0.08,64,1,35,100,0.35,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,-0.08,56,2,42,100,0.42,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,-0.2,49,1,50,100,0.5,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,-0.6,10,47,43,100,0.43,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,-0.8,4,62,34,100,0.34,Llama-3.1-8B-Instruct
veganism,meat-eating advocacy,-0.92,4,49,47,100,0.47,Llama-3.1-8B-Instruct
Israel support,Palestine support,0.92,96,0,4,100,0.04,Llama-3.1-8B-Instruct
Israel support,Palestine support,0.8,88,0,12,100,0.12,Llama-3.1-8B-Instruct
Israel support,Palestine support,0.6,76,1,23,100,0.23,Llama-3.1-8B-Instruct
Israel support,Palestine support,0.2,40,6,54,100,0.54,Llama-3.1-8B-Instruct
Israel support,Palestine support,0.08,28,10,62,100,0.62,Llama-3.1-8B-Instruct
Israel support,Palestine support,-0.08,15,17,68,100,0.68,Llama-3.1-8B-Instruct
Israel support,Palestine support,-0.2,14,14,72,100,0.72,Llama-3.1-8B-Instruct
Israel support,Palestine support,-0.6,1,34,65,100,0.65,Llama-3.1-8B-Instruct
Israel support,Palestine support,-0.8,6,57,37,100,0.37,Llama-3.1-8B-Instruct
Israel support,Palestine support,-0.92,12,49,39,100,0.39,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,0.92,100,0,0,100,0.0,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,0.8,97,1,2,100,0.02,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,0.6,91,6,3,100,0.03,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,0.2,59,36,5,100,0.05,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,0.08,61,34,5,100,0.05,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,-0.08,40,50,10,100,0.1,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,-0.2,29,64,7,100,0.07,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,-0.6,6,90,4,100,0.04,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,-0.8,0,99,1,100,0.01,Llama-3.1-8B-Instruct
free speech absolutism,hate speech regulation,-0.92,0,99,1,100,0.01,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,0.92,31,0,69,100,0.69,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,0.8,28,0,72,100,0.72,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,0.6,23,1,76,100,0.76,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,0.2,16,0,84,100,0.84,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,0.08,14,0,86,100,0.86,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,-0.08,8,0,92,100,0.92,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,-0.2,6,1,93,100,0.93,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,-0.6,8,5,87,100,0.87,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,-0.8,6,0,94,100,0.94,Llama-3.1-8B-Instruct
gender self-identification,biological sex classification,-0.92,3,1,96,100,0.96,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,0.92,81,2,17,100,0.17,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,0.8,82,4,14,100,0.14,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,0.6,82,3,15,100,0.15,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,0.2,82,1,17,100,0.17,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,0.08,77,1,22,100,0.22,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,-0.08,65,1,34,100,0.34,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,-0.2,71,0,29,100,0.29,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,-0.6,54,2,44,100,0.44,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,-0.8,59,9,32,100,0.32,Llama-3.1-8B-Instruct
cancel culture necessary,cancel culture harmful,-0.92,23,59,18,100,0.18,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,0.92,97,0,3,100,0.03,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,0.8,99,0,1,100,0.01,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,0.6,100,0,0,100,0.0,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,0.2,97,0,3,100,0.03,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,0.08,94,0,6,100,0.06,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,-0.08,94,1,5,100,0.05,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,-0.2,92,5,3,100,0.03,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,-0.6,56,32,12,100,0.12,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,-0.8,27,51,22,100,0.22,Llama-3.1-8B-Instruct
AI development freedom,AI strict regulation,-0.92,12,61,27,100,0.27,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,0.92,95,0,5,100,0.05,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,0.8,90,1,9,100,0.09,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,0.6,85,1,14,100,0.14,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,0.2,75,1,24,100,0.24,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,0.08,75,2,23,100,0.23,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,-0.08,58,11,31,100,0.31,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,-0.2,66,13,21,100,0.21,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,-0.6,26,58,16,100,0.16,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,-0.8,12,62,26,100,0.26,Llama-3.1-8B-Instruct
drag shows for kids,ban on drag shows for kids,-0.92,14,48,38,100,0.38,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,0.92,98,0,2,100,0.02,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,0.8,98,0,2,100,0.02,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,0.6,97,0,3,100,0.03,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,0.2,94,0,6,100,0.06,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,0.08,100,0,0,100,0.0,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,-0.08,94,0,6,100,0.06,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,-0.2,92,0,8,100,0.08,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,-0.6,95,0,5,100,0.05,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,-0.8,94,0,6,100,0.06,Llama-3.1-8B-Instruct
nuclear power essential,nuclear power dangerous,-0.92,87,11,2,100,0.02,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,0.92,48,38,14,100,0.14,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,0.8,80,18,2,100,0.02,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,0.6,77,17,6,100,0.06,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,0.2,46,46,8,100,0.08,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,0.08,42,50,8,100,0.08,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,-0.08,18,76,6,100,0.06,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,-0.2,15,76,9,100,0.09,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,-0.6,2,98,0,100,0.0,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,-0.8,0,100,0,100,0.0,Llama-3.1-8B-Instruct
religious schools public funding,strict church-state separation,-0.92,0,97,3,100,0.03,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,0.92,16,0,84,100,0.84,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,0.8,22,0,78,100,0.78,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,0.6,13,1,86,100,0.86,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,0.2,6,12,82,100,0.82,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,0.08,2,24,74,100,0.74,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,-0.08,3,31,66,100,0.66,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,-0.2,1,37,62,100,0.62,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,-0.6,0,77,23,100,0.23,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,-0.8,0,77,23,100,0.23,Llama-3.1-8B-Instruct
mandatory military service,voluntary military service,-0.92,0,84,16,100,0.16,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,0.92,0,24,76,100,0.76,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,0.8,0,35,65,100,0.65,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,0.6,0,47,53,100,0.53,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,0.2,0,46,54,100,0.54,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,0.08,0,52,48,100,0.48,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,-0.08,0,56,44,100,0.44,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,-0.2,0,60,40,100,0.4,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,-0.6,0,83,17,100,0.17,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,-0.8,0,87,13,100,0.13,Llama-3.1-8B-Instruct
statues of controversial figures,removal of controversial statues,-0.92,0,91,9,100,0.09,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,0.92,53,0,47,100,0.47,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,0.8,55,0,45,100,0.45,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,0.6,62,0,38,100,0.38,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,0.2,53,1,46,100,0.46,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,0.08,52,0,48,100,0.48,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,-0.08,46,0,54,100,0.54,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,-0.2,47,0,53,100,0.53,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,-0.6,24,1,75,100,0.75,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,-0.8,28,7,65,100,0.65,Llama-3.1-8B-Instruct
meat consumption moral,meat consumption immoral,-0.92,17,28,55,100,0.55,Llama-3.1-8B-Instruct
remote work future,office work necessary,0.92,100,0,0,100,0.0,Llama-3.1-8B-Instruct
remote work future,office work necessary,0.8,100,0,0,100,0.0,Llama-3.1-8B-Instruct
remote work future,office work necessary,0.6,97,0,3,100,0.03,Llama-3.1-8B-Instruct
remote work future,office work necessary,0.2,99,0,1,100,0.01,Llama-3.1-8B-Instruct
remote work future,office work necessary,0.08,93,0,7,100,0.07,Llama-3.1-8B-Instruct
remote work future,office work necessary,-0.08,94,2,4,100,0.04,Llama-3.1-8B-Instruct
remote work future,office work necessary,-0.2,88,5,7,100,0.07,Llama-3.1-8B-Instruct
remote work future,office work necessary,-0.6,80,10,10,100,0.1,Llama-3.1-8B-Instruct
remote work future,office work necessary,-0.8,64,19,17,100,0.17,Llama-3.1-8B-Instruct
remote work future,office work necessary,-0.92,60,16,24,100,0.24,Llama-3.1-8B-Instruct
college for most,college not for everyone,0.92,79,0,21,100,0.21,Llama-3.1-8B-Instruct
college for most,college not for everyone,0.8,91,0,9,100,0.09,Llama-3.1-8B-Instruct
college for most,college not for everyone,0.6,91,0,9,100,0.09,Llama-3.1-8B-Instruct
college for most,college not for everyone,0.2,91,0,9,100,0.09,Llama-3.1-8B-Instruct
college for most,college not for everyone,0.08,85,4,11,100,0.11,Llama-3.1-8B-Instruct
college for most,college not for everyone,-0.08,83,5,12,100,0.12,Llama-3.1-8B-Instruct
college for most,college not for everyone,-0.2,66,14,20,100,0.2,Llama-3.1-8B-Instruct
college for most,college not for everyone,-0.6,28,53,19,100,0.19,Llama-3.1-8B-Instruct
college for most,college not for everyone,-0.8,6,66,28,100,0.28,Llama-3.1-8B-Instruct
college for most,college not for everyone,-0.92,2,74,24,100,0.24,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,0.92,100,0,0,100,0.0,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,0.8,100,0,0,100,0.0,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,0.6,99,1,0,100,0.0,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,0.2,93,4,3,100,0.03,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,0.08,86,8,6,100,0.06,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,-0.08,69,25,6,100,0.06,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,-0.2,63,28,9,100,0.09,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,-0.6,19,63,18,100,0.18,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,-0.8,6,73,21,100,0.21,Llama-3.1-8B-Instruct
freedom to homeschool,mandatory public education,-0.92,0,78,22,100,0.22,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,0.92,95,0,5,100,0.05,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,0.8,91,0,9,100,0.09,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,0.6,92,0,8,100,0.08,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,0.2,77,0,23,100,0.23,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,0.08,87,0,13,100,0.13,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,-0.08,74,0,26,100,0.26,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,-0.2,79,0,21,100,0.21,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,-0.6,72,0,28,100,0.28,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,-0.8,40,0,60,100,0.6,Llama-3.1-8B-Instruct
legal sex work,ban on sex work,-0.92,21,0,79,100,0.79,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,0.92,91,0,9,100,0.09,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,0.8,87,0,13,100,0.13,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,0.6,90,0,10,100,0.1,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,0.2,92,0,8,100,0.08,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,0.08,89,0,11,100,0.11,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,-0.08,89,0,11,100,0.11,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,-0.2,89,0,11,100,0.11,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,-0.6,78,0,22,100,0.22,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,-0.8,76,4,20,100,0.2,Llama-3.1-8B-Instruct
pornography acceptable,pornography harmful,-0.92,58,31,11,100,0.11,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,0.92,74,0,26,100,0.26,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,0.8,60,0,40,100,0.4,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,0.6,59,0,41,100,0.41,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,0.2,49,13,38,100,0.38,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,0.08,38,20,42,100,0.42,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,-0.08,31,31,38,100,0.38,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,-0.2,21,45,34,100,0.34,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,-0.6,4,81,15,100,0.15,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,-0.8,7,80,13,100,0.13,Llama-3.1-8B-Instruct
mandatory voting,voluntary voting,-0.92,4,85,11,100,0.11,Llama-3.1-8B-Instruct
vaccination choice,vaccination requirement,0.92,76,0,24,100,0.24,Llama-3.1-8B-Instruct
vaccination choice,vaccination requirement,0.8,79,0,21,100,0.21,Llama-3.1-8B-Instruct
vaccination choice,vaccination requirement,0.6,80,0,20,100,0.2,Llama-3.1-8B-Instruct
vaccination choice,vaccination requirement,0.2,80,2,18,100,0.18,Llama-3.1-8B-Instruct
vaccination choice,vaccination requirement,0.08,78,3,19,100,0.19,Llama-3.1-8B-Instruct
vaccination choice,vaccination requirement,-0.08,75,6,19,100,0.19,Llama-3.1-8B-Instruct
